candidate_level,candidate_score,股票代號,股票名稱,市場,收盤價,MA20,是否站上 MA20,K 值,D 值,RSI,Volume_MA5,Volume_MA20,Volume_MA40,放量倍數,MACD_DIF,MACD_Signal,MACD_Histogram,MACD_Histogram_前1日,MACD_Histogram_前2日,MACD_綠柱趨緩接近翻紅,是否符合 KD 區間,是否符合 RSI 區間,是否明顯放量,MACD 是否綠柱趨緩接近翻紅,法人近 5 日是否合計買超,投信近 5 日是否買超,外資近 1 日買賣超張數,投信近 1 日買賣超張數,自營商近 1 日買賣超張數,三大法人近 1 日合計買賣超張數,外資近 5 日買賣超張數,投信近 5 日買賣超張數,自營商近 5 日買賣超張數,三大法人近 5 日合計買賣超張數,外資近 20 日買賣超張數,投信近 20 日買賣超張數,自營商近 20 日買賣超張數,三大法人近 20 日合計買賣超張數,最後更新日期
接近,70,6971,惠民實業,上櫃,24.899999618530273,25.98499975204468,False,37.97996368541509,42.70068130352976,32.98899669596298,65642.4,40520.6,33985.3,1.6199760122012012,-0.1601857081163942,-0.08451151729540869,-0.07567419082098552,-0.011681224576151894,0.08216584197795607,否,是,是,是,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,70,1410,南染,上市,24.5,24.96749973297119,False,40.06163379242896,38.128810746200976,40.521198667917986,152487.8,111417.95,110770.575,1.3686107130852794,-0.31054352158573195,-0.30114643155231036,-0.009397090033421596,-0.0139846460214898,-0.025969974662384543,是,是,是,否,是,是,否,-5.003,0.0,0.0,-5.003,7.5489999999999995,0.0,0.0,7.5489999999999995,30.549,0.0,1.0,31.549,2026-09-10
接近,60,2901,欣欣,上市,23.5,23.667499923706053,False,52.251566894866585,56.61801615133268,45.40595009639829,52809.6,17857.25,14973.475,2.9573198560808636,-0.07266624269090727,-0.07637379179709614,0.0037075491061888677,0.013997531958383491,0.010004688668735967,否,否,是,是,否,是,否,-4.0,0.0,0.0,-4.0,6.649,0.0,0.0,6.649,12.649000000000001,0.0,3.0,15.649000000000001,2026-09-10
接近,60,1441,大東,上市,8.760000228881836,8.873999977111817,False,23.04422586781935,20.754823902381467,42.816720777326225,56205.4,22172.95,18446.6,2.534863425931146,-0.06762975627216328,-0.05344104098428296,-0.014188715287880314,-0.017107665332179077,-0.009426308603069714,否,否,是,是,否,是,否,-3.97,0.0,0.0,-3.97,11.59,0.0,0.0,11.59,-1.4100000000000001,0.0,2.0,0.5899999999999999,2026-09-10
接近,60,6184,大豐電,上市,40.5,41.05749988555908,False,30.336436132536484,19.030305814226814,37.09193843741435,231426.4,117495.6,83029.975,1.9696601404648342,-0.6375059047267513,-0.5932142632726397,-0.044291641454111574,-0.10220578823877702,-0.10122590955021249,否,否,是,是,否,是,否,150.0,0.0,0.0,150.0,176.511,0.0,0.0,176.511,107.511,0.0,4.0,111.511,2026-09-10
接近,60,2024,志聯,上市,13.149999618530273,13.34500002861023,False,24.830023536924536,24.97742717085058,43.251408119001525,23431.8,12094.0,13161.925,1.9374731271704977,-0.10261139454072854,-0.09330435970411982,-0.009307034836608719,-0.005866669062687638,-0.003654672934856912,否,否,是,是,否,是,否,0.0,0.0,0.0,0.0,6.865,0.0,0.0,6.865,6.864000000000001,0.0,0.0,6.864000000000001,2026-09-10
接近,60,6792,詠業,上市,58.599998474121094,59.18999977111817,False,32.20499699792935,48.54792783712417,48.032725002204685,64202.2,36057.15,50155.325,1.780567793072941,0.44907889190628225,0.5013512784256909,-0.05227238651940869,0.04435178573028087,0.12622823269616223,否,是,是,否,否,否,否,5.0,0.0,-1.0,4.0,-9.577,0.0,0.0,-9.577,28.423000000000002,0.0,4.0,32.423,2026-09-10
接近,60,1713,國化,上市,42.849998474121094,44.04000034332275,False,15.825305109191902,23.042366192845424,34.42402152713818,425944.6,243850.0,240603.225,1.746748410908345,-0.7314417656368661,-0.703181890145861,-0.02825987549100517,-0.00801642699401095,0.03507687676603266,否,否,是,是,否,是,否,0.78,0.0,0.0,0.78,86.481,0.0,2.0,88.481,-131.363,0.0,-144.0,-275.363,2026-09-10
接近,60,3085,新零售,上櫃,11.600000381469727,11.732499980926514,False,61.88278402150874,56.02038374553286,47.645282898481895,7698.8,4430.45,3325.6,1.737701587874821,-0.15197051298854625,-0.14295820170719256,-0.009012311281353685,-0.025936875608413124,-0.0385415057276986,是,否,是,是,是,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,60,5301,寶得利,上櫃,5.349999904632568,5.547500014305115,False,21.89002067405479,26.883957689782285,43.05231699393535,29493.6,18520.25,14640.75,1.5925055007356812,-0.09250015077355478,-0.0691776719529942,-0.023322478820560585,-0.026363376937077285,-0.028088643010084957,是,否,是,是,是,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,60,1614,三洋電,上市,31.100000381469727,30.72499990463257,True,49.948811831335306,46.34916537475905,56.833562014176195,80642.4,52510.5,54010.65,1.5357385665723997,-0.07700693136450099,-0.12554067386286052,0.04853374249835954,0.019891333794441857,0.025441657219289482,否,是,否,是,否,是,否,-12.0,0.0,-2.0,-14.0,62.585,0.0,-2.0,60.585,32.58500000000001,0.0,-9.0,23.585000000000008,2026-09-10
接近,60,5364,力麗店,上櫃,8.380000114440918,8.493500089645385,False,22.62325589518931,17.370376118035217,36.387549167387256,74237.8,48874.05,57009.075,1.5189614938806995,-0.07838395522761843,-0.0701250720343729,-0.008258883193245525,-0.011254914110141512,-0.015121861542875495,是,否,是,是,是,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,60,8921,沈氏,上櫃,16.399999618530273,16.995000171661378,False,46.52310809696799,39.96728245992387,37.26007008372231,4876.8,3371.5,2785.75,1.4464778288595581,-0.272154741645398,-0.22782613642007518,-0.04432860522532281,-0.046259176408209896,-0.06268143993894443,是,是,是,否,是,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-09
接近,60,9910,豐泰,上市,68.5,69.1300006866455,False,33.950540619714054,36.885808521537186,47.902064550038624,1586743.2,1260708.05,1470114.65,1.2586127295689116,-0.22542655384090438,-0.3438177974780022,0.1183912436370978,0.1877855593439794,0.2780451713790204,否,是,是,否,否,是,是,-110.474,53.0,25.921,-31.553000000000004,2088.975,370.905,56.00600000000001,2515.886,3450.509,1053.095,-270.561,4233.043,2026-09-10
接近,60,3679,新至陞,上市,107.0,108.45,False,40.293116709458644,35.24332576354985,43.131778659324375,49275.2,39279.2,47907.45,1.2544858347420518,-0.7991213115568598,-0.717114806195025,-0.08200650536183485,-0.09626770606854484,-0.10083676734517133,否,是,是,否,否,是,是,6.0,0.978,-1.0,5.978,35.557,5.459,-1.0,40.016000000000005,128.66299999999998,4.731,-1.9699999999999998,131.42399999999998,2026-09-10
接近,60,6136,富爾特,上市,24.649999618530273,24.83249988555908,False,48.26960093432865,43.34921921194668,47.59492011821776,235873.2,202926.85,182618.05,1.162355794711247,-0.05829955393206987,-0.012288082073064864,-0.046011471859005004,-0.058934354791125354,-0.07461175068145186,是,是,是,否,是,是,否,-9.0,0.0,-1.0,-10.0,130.07,0.0,27.0,157.07,-94.664,0.0,30.0,-64.664,2026-09-10
接近,60,5546,永固-KY,上市,14.449999809265137,14.357499980926514,True,36.69393606894024,49.24162120212652,49.418492343350124,60000.0,53507.65,43434.575,1.1213349866794748,0.022402577293661352,-0.04966995832859903,0.07207253562226038,0.10354377219911044,0.1257156121883,否,是,是,否,否,是,否,-6.0,0.0,2.0,-4.0,36.730000000000004,0.0,5.0,41.730000000000004,67.754,0.0,7.0,74.754,2026-09-10
接近,60,2910,統領,上市,23.799999237060547,24.039999961853027,False,34.99293014446518,32.58190407066039,47.76569710222374,15228.8,13856.65,65138.225,1.0990246560315804,-0.12574175807065657,-0.09511115362655236,-0.030630604444104217,-0.03452859425992094,-0.05186064545358232,是,是,是,否,是,是,否,1.0,0.0,0.0,1.0,43.033,0.0,1.0,44.033,28.033,0.0,7.0,35.033,2026-09-10
接近,60,1805,寶徠,上市,10.100000381469727,10.138500022888184,False,35.59446483814504,37.34926572420791,48.027853106964415,60805.6,69234.6,82648.9,0.8782545143613164,-0.0005247428756423034,0.012856742130706486,-0.01338148500634879,-0.015614378716748058,-0.018106596383955165,是,是,是,否,是,是,否,-1.0,0.0,0.0,-1.0,10.98,0.0,2.0,12.98,56.16900000000001,0.0,8.0,64.16900000000001,2026-09-10
接近,60,1702,南僑,上市,32.54999923706055,32.6149995803833,False,41.528085819735495,40.770708374729935,44.291822315684,114826.4,153279.15,209946.0,0.7491325467292844,-0.1043517155441478,-0.09423164147147631,-0.010120074072671487,-0.011036046780205852,-0.015331414399729196,是,是,是,否,是,是,否,51.0,0.0,-2.2,48.8,174.384,0.0,-1.4999999999999993,172.88400000000001,535.529,0.0,0.3319999999999994,535.861,2026-09-10
接近,50,2444,兆勁,上市,11.199999809265137,11.072500038146973,True,29.84246422531567,33.82344240665865,49.90045037529948,542406.0,233117.75,255923.925,2.3267468907880247,-0.0007975657105685485,-0.07042445919963322,0.06962689348906467,0.08508188409327479,0.0937193671572294,否,否,是,是,否,否,否,11.0,0.0,-0.099,10.901,-180.90800000000002,0.0,2.205,-178.70300000000006,-128.10200000000003,0.0,3.205,-124.89700000000005,2026-09-10
接近,50,7738,東聯互動,上櫃,165.0,168.6,False,27.594791782032573,43.383358374470035,41.672732702108135,93777.2,41207.15,28864.15,2.2757506888974364,-0.02602911201611846,0.5355778422645091,-0.5616069542806276,-0.33685581992553393,0.04006536455896381,否,否,是,是,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,6023,元大期貨,上櫃,84.4000015258789,83.99500007629395,True,50.44523586216794,53.93269064250008,48.83250264903565,1759226.4,813737.05,751051.05,2.1619101649605357,-0.204004203704514,-0.379070523816366,0.17506632011185203,0.21319215421001925,0.15034008622355688,否,否,是,是,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,3521,台鋼建設,上櫃,12.050000190734863,12.187500047683717,False,52.23441195767538,48.26633219916969,44.74473187842927,78463.8,38291.6,43501.575,2.0491125991078984,-0.052723260993248644,-0.06042905358280877,0.007705792589560126,0.017925342861719346,0.008183403963580527,否,否,是,是,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,6953,家碩,上櫃,237.5,234.575,True,40.34703646587887,48.68959702790641,53.43082251514415,102937.8,50691.65,45880.15,2.0306657999887556,4.8443351658161475,4.780376617488143,0.06395854832800474,0.4882362429869884,0.03683572306449889,否,是,否,是,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,4943,康控-KY,上市,7.199999809265137,7.955000042915344,False,29.35619277517254,27.85113541350742,38.18299784353401,87438.6,43535.0,31557.1,2.0084667508900886,-0.38447877553537246,-0.28446968408597045,-0.10000909144940201,-0.11983519049828173,-0.14683383123937901,否,否,是,是,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,2363,矽統,上市,52.599998474121094,51.46999950408936,True,41.58660576973868,42.37400815095708,50.96855527844921,8487781.4,4298713.8,5573534.05,1.974493254238047,-0.6306814234199507,-1.0631229221462042,0.4324414987262535,0.4084040955508452,0.35293219862877967,否,是,否,是,否,否,否,836.915,0.0,82.504,919.419,-1817.1490000000003,0.0,705.5849999999999,-1111.564,-5388.408000000001,3.0,508.943,-4876.465,2026-09-10
接近,50,6133,金橋,上市,22.100000381469727,22.93499994277954,False,34.353769740681905,51.696467818625784,44.08672199299908,2036674.4,1035690.1,886402.675,1.9664901692118135,0.35288613056767204,0.3991183196129133,-0.046232189045241234,0.08029349775596761,0.21347062695761432,否,否,是,是,否,否,否,150.0,0.0,1.0,151.0,-970.7629999999999,0.0,-1.0,-971.7629999999999,284.0090000000001,0.0,5.502,289.5110000000001,2026-09-10
接近,50,2062,橋椿,上市,18.299999237060547,19.112499713897705,False,46.94406558610872,53.86538551691612,35.775071492986186,333822.4,176123.5,193409.875,1.8953881793173541,0.05067048611712366,0.09389569793601149,-0.04322521181888783,0.03360094514302048,0.02456766014369069,否,否,是,是,否,否,否,-153.0,0.0,-1.548,-154.548,-36.822,0.0,-9.838000000000001,-46.66,98.25800000000004,0.0,-4.422000000000002,93.83600000000004,2026-09-10
接近,50,8089,康全電訊,上櫃,18.200000762939453,17.72500009536743,True,49.35389223592202,33.42088621072692,53.123320348103476,237665.4,132750.65,149186.25,1.7903143977072806,-0.26976451990598704,-0.3527918328667818,0.08302731296079474,0.02547105948419337,-0.052872341444582416,否,是,否,是,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,1591,駿吉-KY,上櫃,36.5,36.125000190734866,True,41.95616643460246,39.690155443896934,51.53358082149658,438829.8,246202.55,255719.675,1.782393399256019,0.3543975291445136,0.291114894599974,0.06328263454453964,0.11182911329850698,0.0944710855380827,否,是,否,是,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,8401,白紗科,上櫃,22.649999618530273,22.89749984741211,False,29.896599261375787,25.65556988284517,40.65793626853767,46408.2,26054.2,31520.925,1.7812176155859707,-0.05369858069856548,-0.025811415572931814,-0.027887165125633665,-0.02462016352385967,-0.02725649614262224,否,否,是,是,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,3067,全域,上櫃,16.5,17.342499828338624,False,29.893074512136163,45.329100930909135,35.034765269854645,6213.0,3653.25,3776.625,1.700677478957093,-0.28273138456711067,-0.18540410575575644,-0.09732727881135422,-0.07434414089046304,-0.039296702831073616,否,否,是,是,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-09
接近,50,1409,新纖,上市,25.149999618530273,24.772500038146973,True,47.86819772686912,42.996337708744946,52.18666429178263,35879160.4,21378922.7,17330698.55,1.6782492225391694,0.2852135694125195,0.18438820636336156,0.10082536304915796,0.13179545172848417,-0.005222431203912081,否,是,否,是,否,否,否,-20633.906,-1.0,-1220.888,-21855.793999999998,-5044.899999999998,-20.0,-1244.898,-6309.797999999996,-28302.083999999995,293.0,764.886,-27244.19799999999,2026-09-10
接近,50,5443,均豪,上櫃,108.0,108.675,False,33.777001201187296,49.22968588462017,50.36308561595244,3856423.6,2392650.9,2235649.7,1.6117786343172755,2.885147513661167,2.8839412777977067,0.0012062358634601367,0.5123824235738428,0.8867795062662229,否,是,否,是,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,3349,寶德,上櫃,20.5,22.812500190734863,False,30.45752307625384,34.356765031694984,28.735424346851133,232828.6,153663.15,139264.975,1.515188254308206,-0.387695918663546,-0.04109728564206303,-0.34659863302148297,-0.30091864435881954,-0.19335128058901724,否,是,否,是,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,3630,新鉅科,上櫃,26.5,26.242500019073486,True,35.95553483571712,45.09282545989407,49.334183944653105,1334684.2,895281.6,962492.3,1.4907982024873514,0.13978718529888923,0.04206254852753165,0.09772463677135758,0.15238503525780797,0.20622811564092197,否,是,是,否,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,4419,皇家美食,上櫃,45.29999923706055,46.384999465942386,False,33.69784446527433,39.37329806449508,43.86677779556891,14800.4,10499.15,6940.275,1.409676021392208,0.032487372686837546,0.07722258304979564,-0.04473521036295809,0.048446736723104414,0.12559450425840124,否,是,是,否,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-09
接近,50,6449,鈺邦,上市,226.5,226.225,True,39.866027765765075,47.00750772670834,47.317472383420295,1833195.8,1300687.85,1311342.5,1.4094048775807353,-5.673194121998051,-7.956049612790571,2.28285549079252,2.5083838640143057,2.8842558597258368,否,是,是,否,否,否,否,468.645,-500.0,3.573,-27.782000000000018,1109.4759999999999,-2000.0,-14.311,-904.8350000000002,-1205.563,-2000.0,-69.094,-3274.6569999999997,2026-09-10
接近,50,7795,長廣,上市,534.0,542.7,False,45.96416117874092,39.15408743583044,52.44639256767708,1913381.0,1362985.35,1271921.375,1.403816262588589,13.004431630819568,16.059084241517215,-3.054652610697648,-2.87475954170586,-4.017462945696476,否,是,否,否,否,是,是,-66.926,3.0,-4.0,-67.926,130.82999999999998,22.0,-53.0,99.82999999999998,119.79499999999993,21.0,-15.400999999999996,125.39399999999992,2026-09-10
接近,50,3376,新日興,上市,189.5,199.075,False,32.71368361813718,48.80607067024641,43.07491635081296,7686039.0,5836751.3,4229107.9,1.3168351031163519,3.6055204549058146,4.507410900338805,-0.9018904454329908,0.4235469756665404,0.7539562630131167,否,是,是,否,否,否,否,-6986.642,0.0,-591.013,-7577.655,-9644.125,-2.0,-951.927,-10598.052,-3574.694000000001,62.408,-595.3029999999999,-4107.588999999999,2026-09-10
接近,50,6968,萬達寵物,上櫃,41.70000076293945,42.08303928375244,False,43.33662332151812,37.51227414789273,44.41565849374767,52179.0,39759.6,54048.925,1.3123622974074187,-0.25864949642783586,-0.23339586056167064,-0.02525363586616522,-0.03659536125046367,-0.05341767955922941,是,是,是,否,是,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,3713,新晶投控,上櫃,14.5,14.640000057220458,False,36.81419937948294,42.230767960409764,46.55367970353422,37110.2,28558.55,33059.15,1.2994427238077564,-0.07332018537503693,-0.04939797474758204,-0.023922210627454886,-0.03310752999736209,-0.05454362700244193,是,是,是,否,是,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,8421,旭源,上櫃,12.649999618530273,13.232499980926514,False,31.563136990165802,30.651499666224485,38.93056945642966,216211.4,166532.45,370282.875,1.2983139322096082,-0.35628760610848964,-0.30707226139946975,-0.04921534470901989,-0.05301254439570913,-0.07580403217950882,是,是,是,否,是,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,8443,阿瘦,上市,11.199999809265137,11.332499885559082,False,55.3548367907269,57.238711493635265,42.62570957091904,29215.2,22819.3,21676.5,1.280284671308936,-0.06292578565267881,-0.04525255898855403,-0.017673226664124783,-0.02093690047808691,-0.02379890471659446,是,否,是,否,是,是,否,-3.0,0.0,0.0,-3.0,4.589,0.0,0.0,4.589,4.589,0.0,1.0,5.589,2026-09-10
接近,50,2385,群光,上市,103.5,106.975,False,32.51261262342188,48.53048708239345,41.83632939231523,3404546.4,2680673.35,3506363.0,1.2700340382762412,0.025213902060869486,0.22318243543796937,-0.19796853337709988,0.09761784800121237,0.2516273609123694,否,是,是,否,否,否,是,-1446.174,73.221,7.195,-1365.758,-598.7080000000001,215.518,79.94800000000001,-303.2420000000004,6649.59,287.88899999999995,-573.1,6364.379,2026-09-10
接近,50,6918,愛派司,上市,74.69999694824219,75.88999977111817,False,38.1020932022559,47.37235431981832,46.65289765044808,47412.4,38054.3,35410.775,1.245914390752162,1.0082438718478954,1.1271059600063478,-0.11886208815845234,0.11153623056547213,0.1780617394203905,否,是,是,否,否,否,否,-28.0,0.0,-1.0,-29.0,-33.692,0.0,-2.0,-35.692,54.308,0.0,-1.0,53.308,2026-09-10
接近,50,4406,新昕纖,上櫃,10.0,10.029500055313111,False,33.122806507854946,31.17301065214403,49.29375989176457,28400.0,22800.0,32350.0,1.2456140350877194,-0.005654651172234182,0.005962439523700722,-0.011617090695934904,-0.014450890398669782,-0.01789243945029559,是,是,是,否,是,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,50,1418,東華,上市,17.600000381469727,17.744999980926515,False,45.34134138638635,43.728703051343004,43.56466457936354,16839.0,14002.15,15971.575,1.2026010291276696,-0.12961959047570204,-0.13647526278515085,0.006855672309448807,0.008566228502354861,0.01767994501504727,否,是,是,否,否,是,否,0.0,0.0,0.0,0.0,0.41500000000000004,0.0,0.0,0.41500000000000004,17.415,0.0,1.0,18.415,2026-09-10
接近,50,1475,業旺,上市,26.049999237060547,26.11500005722046,False,39.99488629485316,48.958877115361325,44.64376738770871,36804.0,31101.1,28350.825,1.183366504721698,-0.12867563044818553,-0.14543913594112595,0.016763505492940423,0.02970298978807387,0.024584989855784584,否,是,是,否,否,是,否,8.0,0.0,0.0,8.0,31.584,0.0,0.0,31.584,-2.4160000000000004,0.0,-1.0,-3.4160000000000004,2026-09-10
接近,50,9929,秋雨,上市,11.100000381469727,11.252500104904176,False,41.18545673072558,45.59347275116285,44.56552883138706,15580.2,13853.15,13715.15,1.1246683967184359,-0.026313082130592136,-0.041597086513604144,0.015284004383012008,0.033174831147639715,0.013786674120722577,否,是,是,否,否,是,否,-1.0,0.0,0.0,-1.0,9.886,0.0,0.0,9.886,-3.1140000000000008,0.0,1.0,-2.1140000000000008,2026-09-10
接近,50,1220,台榮,上市,10.850000381469727,10.859999895095825,False,40.214983504180985,31.977022482455833,44.29251524374013,94282.0,97481.1,83434.125,0.9671823563747228,-0.09467930681935677,-0.118359142099796,0.023679835280439238,0.020734894525912928,0.016109880247860753,否,是,是,否,否,是,否,1.837,0.0,0.844,2.681,47.308,0.0,-1.0640000000000003,46.244,116.328,0.0,1.3879999999999997,117.71600000000001,2026-09-10
接近,50,2528,皇普,上市,20.149999618530273,20.252499866485596,False,44.92959152506052,39.010667427574646,50.34563683215031,193263.0,223808.7,366789.75,0.8635187103986574,0.04863444546566953,0.09832304568964784,-0.04968860022397831,-0.057017081933945,-0.07064250481468695,是,是,否,否,是,是,是,83.0,10.584,0.0,93.584,395.175,72.356,5.0,472.531,1679.8239999999998,64.563,-117.0,1627.387,2026-09-10
接近,40,1456,怡華,上市,14.25,13.90499997138977,True,55.57298863895075,58.64967047607062,54.124843673582994,349696.4,134059.25,98246.95,2.6085212322163525,0.06293720753412835,0.024948982830434462,0.03798822470369388,0.03008854958399089,0.0351073417789183,否,否,否,是,否,是,否,12.0,0.0,2.001,14.001,26.837,0.0,1.001,27.837999999999997,42.837,0.0,-1.9990000000000006,40.838,2026-09-10
接近,40,6128,上福,上市,18.950000762939453,20.005000114440918,False,11.98174400610504,16.760155500802078,28.18608510760349,159645.8,82184.45,81681.525,1.9425304908653644,-0.25802345676171257,-0.14198341723628452,-0.11604003952542805,-0.09143321287531708,-0.07342912530953218,否,否,否,是,否,是,否,31.0,0.0,0.6,31.6,101.141,0.0,1.5539999999999998,102.695,101.14099999999999,0.0,15.529,116.67,2026-09-10
接近,40,5007,三星,上市,56.20000076293945,56.23500003814697,False,75.99746728484229,74.10295265693237,50.80208784286536,78633.4,41279.75,49312.175,1.9048904123692607,0.049958348530253716,0.027015551607977577,0.02294279692227614,0.04524754438965578,0.036012850236033664,否,否,否,是,否,是,否,-4.0,0.0,0.0,-4.0,56.737,0.0,0.0,56.737,2.737000000000002,0.0,1.0,3.737000000000002,2026-09-10
接近,40,6916,華凌,上市,18.850000381469727,18.63999996185303,True,35.55652424114113,37.492625473473495,53.613464689141075,49640.0,27022.55,39618.725,1.8369842964487069,-0.024502671888914307,-0.10262340052004136,0.07812072863112705,0.07946621947354321,0.05637988286767848,否,是,否,否,否,否,否,0.0,0.0,-2.978,-2.978,-0.40600000000000014,0.0,-2.1740000000000004,-2.58,-21.406,0.0,2.738999999999999,-18.667,2026-09-10
接近,40,2102,泰豐,上市,17.899999618530273,18.432499885559082,False,18.30720419679529,16.618705509996847,33.36985988478672,333659.0,223926.7,252267.0,1.490036695043512,-0.24597041298720512,-0.16323313628512548,-0.08273727670207964,-0.09527669848857276,-0.08487722219259557,否,否,是,否,否,是,否,414.529,0.0,0.0,414.529,350.317,0.0,0.0,350.317,556.8009999999999,0.0,12.0,568.8009999999999,2026-09-10
接近,40,1521,大億,上市,25.0,25.649999713897706,False,18.514992049859313,35.13509104162953,36.120277782971705,26809.0,18616.4,19703.525,1.4400743430523624,-0.04765328218431719,0.040376347501362465,-0.08802962968567965,-0.062239527428415334,-0.032067192309548534,否,否,是,否,否,是,否,1.0,0.0,0.0,1.0,37.672,0.0,0.0,37.672,70.672,0.0,0.0,70.672,2026-09-10
接近,40,6263,普萊德,上櫃,157.5,164.175,False,30.808149242906655,48.24609619218813,41.81201229250401,188607.0,137654.05,150551.275,1.3701522040216036,0.9072850735195175,2.1114387859116595,-1.204153712392142,-0.8280653905660214,-0.14295867664536654,否,是,是,否,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,40,6929,佑全,上櫃,21.649999618530273,22.817500114440918,False,33.95559266246819,36.499454927093595,40.28044956512636,7891.0,5759.3,6114.425,1.3701317868490963,-0.20465651582289368,-0.09032392266628916,-0.11433259315660452,-0.06491328323200281,-0.05101266694488252,否,是,是,否,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,40,6276,安鈦克,上櫃,18.899999618530273,19.960000133514406,False,39.096544730653,49.51887001700993,35.277233031269546,36888.2,27948.7,33503.225,1.319853875135516,-0.06977692904754207,-0.08399925219457721,0.014222323147035143,0.13705028491091625,0.14973686542208905,否,是,是,否,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,40,4157,太景*-KY,上櫃,8.859999656677246,8.930000019073486,False,42.20928146497936,41.78309303789649,49.67238257014005,971399.4,739778.2,796408.125,1.313095465640918,0.06432930398006675,0.07918065454408194,-0.014851350564015181,-0.00540147054150511,-0.008387679351103489,否,是,是,否,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
接近,40,4532,瑞智,上市,23.700000762939453,23.844999980926513,False,30.961184277829368,29.10188624481116,43.62074246236949,722450.8,554117.7,821882.35,1.3037858202327774,-0.1606858138784304,-0.17452522423529726,0.013839410356866866,0.013914510701317051,0.010368613245321734,否,否,是,否,否,是,是,-27.0,11.588,-4.0,-19.412,293.2250000000001,35.272999999999996,6.839,335.33700000000005,672.726,-51.097,-36.97,584.6590000000001,2026-09-10
接近,40,6796,晉弘,上市,55.599998474121094,60.15999965667724,False,12.054785019107001,17.01209983156793,34.56037519430495,110071.4,88896.3,66976.375,1.238200015073743,-0.6560844321179786,0.08767163077934109,-0.7437560628973197,-0.6890606673739808,-0.5583279638738446,否,否,是,否,否,是,否,-5.0,0.0,0.0,-5.0,42.345,0.0,0.0,42.345,9.346999999999998,0.0,1.0,10.346999999999998,2026-09-10
接近,40,3310,佳穎,上櫃,67.5,68.4900001525879,False,32.799090471580016,37.27523312754046,43.874707311887306,17243.8,14318.75,15363.0,1.204281099956351,-0.08415336906595883,0.11802239945600769,-0.2021757685219665,-0.19532262812167425,-0.17050455382682894,否,是,是,否,否,否,否,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-10
